,Position,ID,Salary,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
21,SG,11641971,7000,Derrick Rose,MIN,30,1,1,0,33.9,17,7,13,53.8,0,1,0.0,3,4,75.0,0,7,7,6,2,0,0,0,32.4,0,0,11
22,SG,11641975,6900,Khris Middleton,MIL,27,1,1,0,33.1,23,9,15,60.0,2,6,33.3,3,3,100.0,0,10,10,8,2,2,0,3,51.0,1,0,18
23,SF,11641975,6900,Khris Middleton,MIL,27,1,1,0,33.1,23,9,15,60.0,2,6,33.3,3,3,100.0,0,10,10,8,2,2,0,3,51.0,1,0,18
24,PG,11641983,6800,Eric Bledsoe,MIL,28,1,1,0,30.0,25,10,13,76.9,3,5,60.0,2,3,66.7,1,3,4,6,3,3,1,0,47.8,0,0,19
25,SG,11641983,6800,Eric Bledsoe,MIL,28,1,1,0,30.0,25,10,13,76.9,3,5,60.0,2,3,66.7,1,3,4,6,3,3,1,0,47.8,0,0,19
26,PF,11641987,6700,Julius Randle,NOP,23,1,1,0,30.2,19,7,10,70.0,0,2,0.0,5,8,62.5,3,8,11,2,3,1,0,4,35.2,1,0,4
27,C,11641987,6700,Julius Randle,NOP,23,1,1,0,30.2,19,7,10,70.0,0,2,0.0,5,8,62.5,3,8,11,2,3,1,0,4,35.2,1,0,4
28,SG,11641991,6700,Tim Hardaway Jr.,NYK,26,1,0,1,38.1,30,9,23,39.1,4,12,33.3,8,10,80.0,2,6,8,2,3,2,0,2,45.6,0,0,-5
29,SF,11641991,6700,Tim Hardaway Jr.,NYK,26,1,0,1,38.1,30,9,23,39.1,4,12,33.3,8,10,80.0,2,6,8,2,3,2,0,2,45.6,0,0,-5
30,PG,11641996,6600,D'Angelo Russell,BKN,22,1,1,0,29.8,23,8,16,50.0,1,4,25.0,6,8,75.0,0,3,3,6,4,2,0,2,37.6,0,0,6
31,SG,11641996,6600,D'Angelo Russell,BKN,22,1,1,0,29.8,23,8,16,50.0,1,4,25.0,6,8,75.0,0,3,3,6,4,2,0,2,37.6,0,0,6
32,SG,11642004,6500,Josh Richardson,MIA,25,1,0,1,40.7,28,10,16,62.5,7,10,70.0,1,1,100.0,0,4,4,2,3,1,0,2,35.8,0,0,8
33,SF,11642004,6500,Josh Richardson,MIA,25,1,0,1,40.7,28,10,16,62.5,7,10,70.0,1,1,100.0,0,4,4,2,3,1,0,2,35.8,0,0,8
34,PG,11642000,6500,CJ McCollum,POR,27,1,0,1,30.7,18,8,16,50.0,1,4,25.0,1,2,50.0,0,1,1,2,3,1,0,2,22.2,0,0,-13
35,SG,11642000,6500,CJ McCollum,POR,27,1,0,1,30.7,18,8,16,50.0,1,4,25.0,1,2,50.0,0,1,1,2,3,1,0,2,22.2,0,0,-13
36,PF,11642017,6400,Al Horford,BOS,32,1,1,0,35.2,11,5,9,55.6,1,2,50.0,0,0,0.0,1,8,9,2,1,0,2,2,29.8,0,0,-5
37,C,11642017,6400,Al Horford,BOS,32,1,1,0,35.2,11,5,9,55.6,1,2,50.0,0,0,0.0,1,8,9,2,1,0,2,2,29.8,0,0,-5
38,PF,11642013,6300,Domantas Sabonis,IND,22,1,1,0,24.9,15,7,10,70.0,0,0,0.0,1,1,100.0,0,12,12,3,3,0,0,4,30.9,1,0,21
39,C,11642013,6300,Domantas Sabonis,IND,22,1,1,0,24.9,15,7,10,70.0,0,0,0.0,1,1,100.0,0,12,12,3,3,0,0,4,30.9,1,0,21
40,SG,11642028,6200,Buddy Hield,SAC,24,1,0,1,27.5,16,6,12,50.0,2,4,50.0,2,2,100.0,0,4,4,3,3,2,1,2,31.3,0,0,-23
41,SF,11642028,6200,Buddy Hield,SAC,24,1,0,1,27.5,16,6,12,50.0,2,4,50.0,2,2,100.0,0,4,4,3,3,2,1,2,31.3,0,0,-23
42,PF,11642021,6200,Serge Ibaka,TOR,29,1,0,1,34.5,21,8,15,53.3,2,3,66.7,3,3,100.0,1,3,4,0,0,1,1,3,31.8,0,0,4
43,C,11642021,6200,Serge Ibaka,TOR,29,1,0,1,34.5,21,8,15,53.3,2,3,66.7,3,3,100.0,1,3,4,0,0,1,1,3,31.8,0,0,4
44,SG,11642033,6100,Andrew Wiggins,MIN,23,1,1,0,37.2,23,9,21,42.9,3,8,37.5,2,2,100.0,0,5,5,4,2,2,1,1,42.0,0,0,17
45,SF,11642033,6100,Andrew Wiggins,MIN,23,1,1,0,37.2,23,9,21,42.9,3,8,37.5,2,2,100.0,0,5,5,4,2,2,1,1,42.0,0,0,17
46,SF,11642038,6100,Jayson Tatum,BOS,20,1,1,0,37.5,21,8,13,61.5,2,4,50.0,3,4,75.0,1,6,7,1,3,2,1,4,36.9,0,0,8
47,PF,11642038,6100,Jayson Tatum,BOS,20,1,1,0,37.5,21,8,13,61.5,2,4,50.0,3,4,75.0,1,6,7,1,3,2,1,4,36.9,0,0,8
48,SG,11642051,5900,Joe Ingles,UTA,31,1,0,1,32.6,14,6,12,50.0,2,5,40.0,0,0,0.0,0,2,2,2,1,3,1,2,30.4,0,0,-16
49,SF,11642051,5900,Joe Ingles,UTA,31,1,0,1,32.6,14,6,12,50.0,2,5,40.0,0,0,0.0,0,2,2,2,1,3,1,2,30.4,0,0,-16
50,SF,11642056,5800,Marcus Morris,BOS,29,1,1,0,33.1,11,4,8,50.0,1,2,50.0,2,3,66.7,1,6,7,0,2,0,0,3,17.4,0,0,11
51,PF,11642056,5800,Marcus Morris,BOS,29,1,1,0,33.1,11,4,8,50.0,1,2,50.0,2,3,66.7,1,6,7,0,2,0,0,3,17.4,0,0,11
52,SF,11642067,5700,Jabari Parker,CHI,23,1,0,1,33.8,21,9,19,47.4,3,6,50.0,0,0,0.0,0,8,8,3,4,0,0,2,31.1,0,0,-15
53,PF,11642067,5700,Jabari Parker,CHI,23,1,0,1,33.8,21,9,19,47.4,3,6,50.0,0,0,0.0,0,8,8,3,4,0,0,2,31.1,0,0,-15
54,PG,11642063,5700,Spencer Dinwiddie,BKN,25,1,1,0,31.3,25,8,13,61.5,3,5,60.0,6,9,66.7,2,2,4,8,1,3,0,4,49.8,0,0,7
55,SG,11642063,5700,Spencer Dinwiddie,BKN,25,1,1,0,31.3,25,8,13,61.5,3,5,60.0,6,9,66.7,2,2,4,8,1,3,0,4,49.8,0,0,7
56,SG,11642080,5500,JJ Redick,PHI,34,1,1,0,33.7,16,5,9,55.6,1,3,33.3,5,7,71.4,0,2,2,1,3,1,0,4,19.9,0,0,10
57,SF,11642080,5500,JJ Redick,PHI,34,1,1,0,33.7,16,5,9,55.6,1,3,33.3,5,7,71.4,0,2,2,1,3,1,0,4,19.9,0,0,10
58,SG,11642091,5400,Gordon Hayward,BOS,28,1,1,0,39.1,15,4,8,50.0,1,4,25.0,6,6,100.0,1,4,5,5,2,4,0,3,38.5,0,0,18
59,SF,11642091,5400,Gordon Hayward,BOS,28,1,1,0,39.1,15,4,8,50.0,1,4,25.0,6,6,100.0,1,4,5,5,2,4,0,3,38.5,0,0,18
60,SF,11642099,5300,Robert Covington,MIN,27,1,1,0,23.4,14,5,7,71.4,4,6,66.7,0,0,0.0,1,4,5,0,1,3,0,5,28.0,0,0,4
61,PF,11642099,5300,Robert Covington,MIN,27,1,1,0,23.4,14,5,7,71.4,4,6,66.7,0,0,0.0,1,4,5,0,1,3,0,5,28.0,0,0,4
62,SF,11642107,5200,Otto Porter Jr.,WAS,25,1,0,1,28.9,8,3,10,30.0,0,3,0.0,2,2,100.0,0,6,6,2,2,1,0,0,19.2,0,0,-4
63,PF,11642107,5200,Otto Porter Jr.,WAS,25,1,0,1,28.9,8,3,10,30.0,0,3,0.0,2,2,100.0,0,6,6,2,2,1,0,0,19.2,0,0,-4
64,SG,11642111,5200,E'Twaun Moore,NOP,29,1,1,0,30.1,13,6,11,54.5,1,3,33.3,0,0,0.0,0,2,2,1,0,0,0,5,16.9,0,0,3
65,SF,11642111,5200,E'Twaun Moore,NOP,29,1,1,0,30.1,13,6,11,54.5,1,3,33.3,0,0,0.0,0,2,2,1,0,0,0,5,16.9,0,0,3
66,PG,11642118,5100,Justise Winslow,MIA,22,1,0,1,22.7,5,2,8,25.0,1,5,20.0,0,0,0.0,0,6,6,6,2,1,0,2,22.2,0,0,4
67,SF,11642118,5100,Justise Winslow,MIA,22,1,0,1,22.7,5,2,8,25.0,1,5,20.0,0,0,0.0,0,6,6,6,2,1,0,2,22.2,0,0,4
68,SF,11642123,5100,Nemanja Bjelica,SAC,30,1,0,1,28.2,8,2,7,28.6,2,5,40.0,2,2,100.0,1,5,6,3,1,1,0,3,21.7,0,0,-11
69,PF,11642123,5100,Nemanja Bjelica,SAC,30,1,0,1,28.2,8,2,7,28.6,2,5,40.0,2,2,100.0,1,5,6,3,1,1,0,3,21.7,0,0,-11
70,PG,11642130,5000,Malcolm Brogdon,MIL,25,1,1,0,28.6,13,5,12,41.7,3,5,60.0,0,0,0.0,2,2,4,3,0,0,0,1,22.3,0,0,18
71,SG,11642130,5000,Malcolm Brogdon,MIL,25,1,1,0,28.6,13,5,12,41.7,3,5,60.0,0,0,0.0,2,2,4,3,0,0,0,1,22.3,0,0,18
72,SG,11642138,4900,Bojan Bogdanovic,IND,29,1,1,0,32.9,16,6,10,60.0,2,4,50.0,2,2,100.0,1,5,6,0,4,1,0,1,22.2,0,0,-1
73,SF,11642138,4900,Bojan Bogdanovic,IND,29,1,1,0,32.9,16,6,10,60.0,2,4,50.0,2,2,100.0,1,5,6,0,4,1,0,1,22.2,0,0,-1
74,SF,11642143,4900,Al-Farouq Aminu,POR,28,1,0,1,29.9,5,1,7,14.3,1,5,20.0,2,2,100.0,1,7,8,1,1,2,0,1,21.1,0,0,-22
75,PF,11642143,4900,Al-Farouq Aminu,POR,28,1,0,1,29.9,5,1,7,14.3,1,5,20.0,2,2,100.0,1,7,8,1,1,2,0,1,21.1,0,0,-22
76,SG,11642147,4800,Rodney McGruder,MIA,27,1,0,1,31.5,11,5,11,45.5,1,3,33.3,0,0,0.0,1,4,5,1,1,1,0,1,20.5,0,0,13
77,SF,11642147,4800,Rodney McGruder,MIA,27,1,0,1,31.5,11,5,11,45.5,1,3,33.3,0,0,0.0,1,4,5,1,1,1,0,1,20.5,0,0,13
78,PG,11642152,4800,Kyle Anderson,MEM,25,1,1,0,30.7,2,1,4,25.0,0,0,0.0,0,0,0.0,1,6,7,2,1,2,1,5,21.4,0,0,12
79,SF,11642152,4800,Kyle Anderson,MEM,25,1,1,0,30.7,2,1,4,25.0,0,0,0.0,0,0,0.0,1,6,7,2,1,2,1,5,21.4,0,0,12
80,SF,11642157,4700,Jae Crowder,UTA,28,1,0,1,30.1,9,2,7,28.6,0,3,0.0,5,6,83.3,1,5,6,0,0,0,0,1,16.2,0,0,1
81,PF,11642157,4700,Jae Crowder,UTA,28,1,0,1,30.1,9,2,7,28.6,0,3,0.0,5,6,83.3,1,5,6,0,0,0,0,1,16.2,0,0,1
82,SG,11642165,4600,Jaylen Brown,BOS,22,1,1,0,25.3,7,3,11,27.3,1,5,20.0,0,0,0.0,3,1,4,0,2,0,1,2,12.8,0,0,3
83,SF,11642165,4600,Jaylen Brown,BOS,22,1,1,0,25.3,7,3,11,27.3,1,5,20.0,0,0,0.0,3,1,4,0,2,0,1,2,12.8,0,0,3
84,PF,11642175,4600,Noah Vonleh,NYK,23,1,0,1,27.5,4,2,5,40.0,0,2,0.0,0,0,0.0,0,6,6,2,1,0,1,4,16.2,0,0,0
85,C,11642175,4600,Noah Vonleh,NYK,23,1,0,1,27.5,4,2,5,40.0,0,2,0.0,0,0,0.0,0,6,6,2,1,0,1,4,16.2,0,0,0
86,SG,11642194,4500,Justin Holiday,CHI,29,1,0,1,29.2,20,7,12,58.3,6,9,66.7,0,0,0.0,1,2,3,4,1,3,0,3,37.6,0,0,-18
87,SF,11642194,4500,Justin Holiday,CHI,29,1,0,1,29.2,20,7,12,58.3,6,9,66.7,0,0,0.0,1,2,3,4,1,3,0,3,37.6,0,0,-18
88,SF,11642186,4500,Markieff Morris,WAS,29,1,0,1,20.1,4,2,5,40.0,0,1,0.0,0,0,0.0,1,1,2,2,2,1,0,1,10.4,0,0,-12
89,PF,11642186,4500,Markieff Morris,WAS,29,1,0,1,20.1,4,2,5,40.0,0,1,0.0,0,0,0.0,1,1,2,2,2,1,0,1,10.4,0,0,-12
90,PF,11642190,4500,Derrick Favors,UTA,27,1,0,1,24.8,13,5,5,100.0,0,0,0.0,3,6,50.0,3,3,6,0,0,1,1,2,26.2,0,0,11
91,C,11642190,4500,Derrick Favors,UTA,27,1,0,1,24.8,13,5,5,100.0,0,0,0.0,3,6,50.0,3,3,6,0,0,1,1,2,26.2,0,0,11
92,SF,11642204,4400,Thaddeus Young,IND,30,1,1,0,26.4,6,3,7,42.9,0,1,0.0,0,0,0.0,2,4,6,0,2,1,1,2,17.2,0,0,12
93,PF,11642204,4400,Thaddeus Young,IND,30,1,1,0,26.4,6,3,7,42.9,0,1,0.0,0,0,0.0,2,4,6,0,2,1,1,2,17.2,0,0,12
94,SG,11642208,4400,Joe Harris,BKN,27,1,1,0,25.0,9,3,9,33.3,1,6,16.7,2,2,100.0,0,5,5,1,2,1,0,2,17.5,0,0,10
95,SF,11642208,4400,Joe Harris,BKN,27,1,1,0,25.0,9,3,9,33.3,1,6,16.7,2,2,100.0,0,5,5,1,2,1,0,2,17.5,0,0,10
96,SG,11642199,4400,Evan Turner,POR,30,1,0,1,21.1,0,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,4,2,2,0,3,11.2,0,0,-11
97,SF,11642199,4400,Evan Turner,POR,30,1,0,1,21.1,0,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,4,2,2,0,3,11.2,0,0,-11
98,PG,11642216,4300,Tyler Johnson,MIA,26,1,0,1,29.7,10,3,11,27.3,2,4,50.0,2,2,100.0,1,4,5,4,1,1,1,4,27.0,0,0,-23
99,SG,11642216,4300,Tyler Johnson,MIA,26,1,0,1,29.7,10,3,11,27.3,2,4,50.0,2,2,100.0,1,4,5,4,1,1,1,4,27.0,0,0,-23
100,SF,11642220,4300,Jeff Green,WAS,32,1,0,1,23.2,6,2,5,40.0,0,2,0.0,2,2,100.0,1,0,1,2,2,0,0,2,8.2,0,0,0
101,PF,11642220,4300,Jeff Green,WAS,32,1,0,1,23.2,6,2,5,40.0,0,2,0.0,2,2,100.0,1,0,1,2,2,0,0,2,8.2,0,0,0
102,PF,11642224,4300,Ed Davis,BKN,29,1,1,0,14.9,3,1,3,33.3,0,0,0.0,1,1,100.0,2,3,5,1,1,0,0,4,9.5,0,0,-2
103,C,11642224,4300,Ed Davis,BKN,29,1,1,0,14.9,3,1,3,33.3,0,0,0.0,1,1,100.0,2,3,5,1,1,0,0,4,9.5,0,0,-2
104,SG,11642237,4200,Bogdan Bogdanovic,SAC,26,1,0,1,23.8,12,5,10,50.0,2,4,50.0,0,0,0.0,0,2,2,2,2,1,0,0,18.4,0,0,6
105,SF,11642237,4200,Bogdan Bogdanovic,SAC,26,1,0,1,23.8,12,5,10,50.0,2,4,50.0,0,0,0.0,0,2,2,2,2,1,0,0,18.4,0,0,6
106,SG,11642248,4100,Kelly Oubre Jr.,WAS,22,1,0,1,27.9,18,5,6,83.3,1,2,50.0,7,8,87.5,0,4,4,1,0,1,0,2,27.3,0,0,1
107,SF,11642248,4100,Kelly Oubre Jr.,WAS,22,1,0,1,27.9,18,5,6,83.3,1,2,50.0,7,8,87.5,0,4,4,1,0,1,0,2,27.3,0,0,1
108,SG,11642266,4000,Tyreke Evans,IND,29,1,1,0,25.4,23,6,13,46.2,5,7,71.4,6,6,100.0,1,9,10,2,1,0,1,1,40.0,1,0,21
109,SF,11642266,4000,Tyreke Evans,IND,29,1,1,0,25.4,23,6,13,46.2,5,7,71.4,6,6,100.0,1,9,10,2,1,0,1,1,40.0,1,0,21
110,SF,11642285,4000,DeMarre Carroll,BKN,32,1,1,0,24.3,11,3,10,30.0,1,5,20.0,4,4,100.0,1,5,6,2,1,0,0,0,20.2,0,0,7
111,PF,11642285,4000,DeMarre Carroll,BKN,32,1,1,0,24.3,11,3,10,30.0,1,5,20.0,4,4,100.0,1,5,6,2,1,0,0,0,20.2,0,0,7
112,SG,11642271,4000,Garrett Temple,MEM,32,1,1,0,29.0,14,5,6,83.3,3,4,75.0,1,1,100.0,0,5,5,2,0,3,0,2,32.0,0,0,5
113,SF,11642271,4000,Garrett Temple,MEM,32,1,1,0,29.0,14,5,6,83.3,3,4,75.0,1,1,100.0,0,5,5,2,0,3,0,2,32.0,0,0,5
114,SG,11642280,4000,Danny Green,TOR,31,1,0,1,30.1,11,4,10,40.0,3,7,42.9,0,0,0.0,1,4,5,0,0,1,1,6,23.0,0,0,18
115,SF,11642280,4000,Danny Green,TOR,31,1,0,1,30.1,11,4,10,40.0,3,7,42.9,0,0,0.0,1,4,5,0,0,1,1,6,23.0,0,0,18
116,PG,11642289,4000,Terry Rozier,BOS,24,1,1,0,19.8,4,2,6,33.3,0,1,0.0,0,0,0.0,0,3,3,1,1,0,0,0,8.1,0,0,-4
117,SG,11642289,4000,Terry Rozier,BOS,24,1,1,0,19.8,4,2,6,33.3,0,1,0.0,0,0,0.0,0,3,3,1,1,0,0,0,8.1,0,0,-4
118,PF,11642304,3900,Ersan Ilyasova,MIL,31,1,1,0,8.8,1,0,1,0.0,0,1,0.0,1,2,50.0,0,1,1,0,1,0,1,1,4.2,0,0,-7
119,C,11642304,3900,Ersan Ilyasova,MIL,31,1,1,0,8.8,1,0,1,0.0,0,1,0.0,1,2,50.0,0,1,1,0,1,0,1,1,4.2,0,0,-7
120,PF,11642308,3900,Kelly Olynyk,MIA,27,1,0,1,16.5,0,0,7,0.0,0,2,0.0,0,0,0.0,3,3,6,1,2,1,0,0,9.7,0,0,-14
121,C,11642308,3900,Kelly Olynyk,MIA,27,1,0,1,16.5,0,0,7,0.0,0,2,0.0,0,0,0.0,3,3,6,1,2,1,0,0,9.7,0,0,-14
122,PG,11642293,3900,Marcus Smart,BOS,24,1,1,0,18.6,5,2,5,40.0,0,2,0.0,1,1,100.0,0,5,5,1,4,0,0,3,8.5,0,0,-17
123,SG,11642293,3900,Marcus Smart,BOS,24,1,1,0,18.6,5,2,5,40.0,0,2,0.0,1,1,100.0,0,5,5,1,4,0,0,3,8.5,0,0,-17
124,PG,11642297,3900,Fred VanVleet,TOR,24,1,0,1,22.1,0,0,6,0.0,0,6,0.0,0,0,0.0,1,0,1,2,1,1,0,2,6.2,0,0,-21
125,SG,11642297,3900,Fred VanVleet,TOR,24,1,0,1,22.1,0,0,6,0.0,0,6,0.0,0,0,0.0,1,0,1,2,1,1,0,2,6.2,0,0,-21
126,SG,11642315,3800,Wayne Ellington,MIA,30,1,0,1,17.6,9,3,10,30.0,3,9,33.3,0,0,0.0,0,1,1,1,0,2,0,1,17.7,0,0,-21
127,SF,11642315,3800,Wayne Ellington,MIA,30,1,0,1,17.6,9,3,10,30.0,3,9,33.3,0,0,0.0,0,1,1,1,0,2,0,1,17.7,0,0,-21
128,SG,11642322,3800,Iman Shumpert,SAC,28,1,0,1,31.5,12,4,9,44.4,3,6,50.0,1,1,100.0,0,5,5,1,0,0,0,6,19.5,0,0,-5
129,SF,11642322,3800,Iman Shumpert,SAC,28,1,0,1,31.5,12,4,9,44.4,3,6,50.0,1,1,100.0,0,5,5,1,0,0,0,6,19.5,0,0,-5
130,PG,11642327,3800,Markelle Fultz,PHI,20,1,1,0,14.5,6,2,5,40.0,0,0,0.0,2,4,50.0,2,1,3,2,1,0,0,0,11.6,0,0,-8
131,SG,11642327,3800,Markelle Fultz,PHI,20,1,1,0,14.5,6,2,5,40.0,0,0,0.0,2,4,50.0,2,1,3,2,1,0,0,0,11.6,0,0,-8
132,SG,11642340,3700,Allen Crabbe,BKN,26,1,1,0,20.4,6,2,8,25.0,1,6,16.7,1,1,100.0,0,2,2,0,0,0,0,1,8.4,0,0,9
133,SF,11642340,3700,Allen Crabbe,BKN,26,1,1,0,20.4,6,2,8,25.0,1,6,16.7,1,1,100.0,0,2,2,0,0,0,0,1,8.4,0,0,9
134,SF,11642336,3700,Wilson Chandler,PHI,31,1,1,0,21.6,2,1,3,33.3,0,1,0.0,0,0,0.0,1,4,5,0,2,0,0,3,6.0,0,0,18
135,PF,11642336,3700,Wilson Chandler,PHI,31,1,1,0,21.6,2,1,3,33.3,0,1,0.0,0,0,0.0,1,4,5,0,2,0,0,3,6.0,0,0,18
136,SG,11642348,3600,Pat Connaughton,MIL,25,1,1,0,22.8,2,1,4,25.0,0,3,0.0,0,0,0.0,0,7,7,4,0,1,0,2,19.4,0,0,14
137,SF,11642348,3600,Pat Connaughton,MIL,25,1,1,0,22.8,2,1,4,25.0,0,3,0.0,0,0,0.0,0,7,7,4,0,1,0,2,19.4,0,0,14
138,PG,11642371,3500,Shabazz Napier,BKN,27,1,1,0,18.3,8,2,7,28.6,0,2,0.0,4,5,80.0,0,4,4,1,0,0,1,1,17.3,0,0,0
139,SG,11642371,3500,Shabazz Napier,BKN,27,1,1,0,18.3,8,2,7,28.6,0,2,0.0,4,5,80.0,0,4,4,1,0,0,1,1,17.3,0,0,0
140,SF,11642375,3500,Wesley Johnson,NOP,31,1,1,0,12.1,5,2,4,50.0,1,3,33.3,0,0,0.0,0,1,1,0,2,1,1,3,10.2,0,0,-8
141,PF,11642375,3500,Wesley Johnson,NOP,31,1,1,0,12.1,5,2,4,50.0,1,3,33.3,0,0,0.0,0,1,1,0,2,1,1,3,10.2,0,0,-8
142,PF,11642382,3500,Mike Muscala,PHI,27,1,1,0,31.5,9,3,7,42.9,3,5,60.0,0,0,0.0,1,3,4,0,1,1,1,4,18.8,0,0,-7
143,C,11642382,3500,Mike Muscala,PHI,27,1,1,0,31.5,9,3,7,42.9,3,5,60.0,0,0,0.0,1,3,4,0,1,1,1,4,18.8,0,0,-7
144,PG,11642391,3400,Austin Rivers,WAS,26,1,0,1,13.4,0,0,3,0.0,0,1,0.0,0,0,0.0,0,3,3,0,0,0,0,1,3.6,0,0,-8
145,SG,11642391,3400,Austin Rivers,WAS,26,1,0,1,13.4,0,0,3,0.0,0,1,0.0,0,0,0.0,0,3,3,0,0,0,0,1,3.6,0,0,-8
146,SF,11642410,3300,Jared Dudley,BKN,33,1,1,0,22.4,5,2,4,50.0,1,3,33.3,0,0,0.0,1,2,3,0,2,1,0,4,9.6,0,0,4
147,PF,11642410,3300,Jared Dudley,BKN,33,1,1,0,22.4,5,2,4,50.0,1,3,33.3,0,0,0.0,1,2,3,0,2,1,0,4,9.6,0,0,4
148,SF,11642404,3300,Darius Miller,NOP,28,1,1,0,29.7,3,1,6,16.7,1,6,16.7,0,0,0.0,1,5,6,5,0,0,1,0,20.7,0,0,25
149,PF,11642404,3300,Darius Miller,NOP,28,1,1,0,29.7,3,1,6,16.7,1,6,16.7,0,0,0.0,1,5,6,5,0,0,1,0,20.7,0,0,25
150,PG,11642434,3300,Dante Exum,UTA,23,1,0,1,18.3,7,3,7,42.9,0,0,0.0,1,2,50.0,0,2,2,4,2,0,0,1,13.4,0,0,2
151,SG,11642434,3300,Dante Exum,UTA,23,1,0,1,18.3,7,3,7,42.9,0,0,0.0,1,2,50.0,0,2,2,4,2,0,0,1,13.4,0,0,2
152,PG,11642483,3200,Cameron Payne,CHI,24,1,0,1,3.5,2,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0,0,0,1,0,0,5.0,0,0,3
153,SG,11642483,3200,Cameron Payne,CHI,24,1,0,1,3.5,2,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0,0,0,1,0,0,5.0,0,0,3
