,PG,SG,SF,PF,C,Price,Score,Win
10645,Jeremy Lin,Rodney Hood,Marvin Williams,Paul Millsap,Channing Frye,22000,95.25,0.0
9084,Jordan Clarkson,Torrey Craig,James Ennis III,Frank Kaminsky,Mason Plumlee,19000,95.25,0.0
32153,Jeremy Lin,Jamal Murray,Juancho Hernangomez,Frank Kaminsky,Kevon Looney,21000,95.25,0.0
156,Eric Gordon,Nicolas Batum,James Ennis III,Trey Lyles,Kevon Looney,23100,95.25,0.0
14413,Jordan Clarkson,James Ennis III,Torrey Craig,Mason Plumlee,Frank Kaminsky,19000,95.25,0.0
8611,Jordan Clarkson,Andre Iguodala,Torrey Craig,Mason Plumlee,Paul Millsap,21800,95.25,0.0
8769,Eric Gordon,Nicolas Batum,Kent Bazemore,Marvin Williams,Channing Frye,24200,95.25,0.0
17073,Jamal Murray,Nicolas Batum,Kent Bazemore,Trey Lyles,Mason Plumlee,26500,95.25,0.0
9201,Jordan Clarkson,Torrey Craig,Andre Iguodala,Paul Millsap,Mason Plumlee,21800,95.25,0.0
44976,Eric Gordon,James Ennis III,Nicolas Batum,Trey Lyles,Kevon Looney,23100,95.25,0.0
13443,Jamal Murray,Andre Iguodala,Nicolas Batum,Kevon Looney,Frank Kaminsky,23000,95.25,0.0
13408,Jeremy Lin,Andre Iguodala,David Nwaba,Trey Lyles,Frank Kaminsky,18400,95.25,0.0
13397,Eric Gordon,James Ennis III,Trey Lyles,Juancho Hernangomez,Kevon Looney,21100,95.25,0.0
13342,Jordan Clarkson,Eric Gordon,Torrey Craig,Larry Nance Jr.,Frank Kaminsky,22300,95.25,0.0
5997,Jordan Clarkson,Jamal Murray,Trey Lyles,Mason Plumlee,Channing Frye,23500,95.25,0.0
2018,Eric Gordon,James Ennis III,Trey Lyles,Channing Frye,Larry Nance Jr.,21700,95.25,0.0
14688,Jeremy Lin,Andre Iguodala,Marvin Williams,Channing Frye,Kevon Looney,18600,95.25,0.0
33583,Eric Gordon,Jeremy Lamb,Torrey Craig,Marvin Williams,Channing Frye,20600,95.25,0.0
45039,Jamal Murray,Nicolas Batum,Rodney Hood,Paul Millsap,Frank Kaminsky,26400,95.25,0.0
19411,Jamal Murray,Eric Gordon,James Ennis III,Mason Plumlee,Channing Frye,22100,95.25,0.0
34138,Jeremy Lin,Torrey Craig,Jonas Jerebko,Channing Frye,Paul Millsap,18800,95.25,0.0
45936,Jamal Murray,Jordan Clarkson,Trey Lyles,Channing Frye,Mason Plumlee,23500,95.25,0.0
41962,Eric Gordon,Nicolas Batum,James Ennis III,Channing Frye,Paul Millsap,23300,95.25,0.0
8050,Eric Gordon,Jamal Murray,James Ennis III,Mason Plumlee,Channing Frye,22100,95.25,0.0
39196,Jamal Murray,Kent Bazemore,Nicolas Batum,Trey Lyles,Mason Plumlee,26500,95.25,0.0
20869,Jeremy Lin,Eric Gordon,Andre Iguodala,Juancho Hernangomez,Mason Plumlee,20300,95.25,0.0
41448,Jamal Murray,Jordan Clarkson,Trey Lyles,Mason Plumlee,Channing Frye,23500,95.25,0.0
36860,Jeremy Lin,Rodney Hood,Marvin Williams,Channing Frye,Paul Millsap,22000,95.25,0.0
20310,Eric Gordon,James Ennis III,Juancho Hernangomez,Paul Millsap,Channing Frye,21300,95.25,0.0
31916,Jamal Murray,Rodney Hood,Nicolas Batum,Paul Millsap,Frank Kaminsky,26400,95.25,0.0
8000,Jamal Murray,Kent Bazemore,Juancho Hernangomez,Trey Lyles,Mason Plumlee,24500,95.25,0.0
625,Eric Gordon,James Ennis III,Juancho Hernangomez,Trey Lyles,Kevon Looney,21100,95.25,0.0
42097,Jeremy Lin,Rodney Hood,Trey Lyles,Marvin Williams,Kevon Looney,21800,95.25,0.0
27325,Jamal Murray,Rodney Hood,Nicolas Batum,Frank Kaminsky,Paul Millsap,26400,95.25,0.0
17220,Jamal Murray,Torrey Craig,Jeremy Lamb,Trey Lyles,Mason Plumlee,22900,95.25,0.0
9683,Eric Gordon,Jordan Clarkson,Torrey Craig,Larry Nance Jr.,Frank Kaminsky,22300,95.25,0.0
45222,Eric Gordon,James Ennis III,Trey Lyles,Larry Nance Jr.,Channing Frye,21700,95.25,0.0
7565,Jordan Clarkson,Jeremy Lin,Torrey Craig,Paul Millsap,Mason Plumlee,21800,95.25,0.0
44840,Eric Gordon,Nicolas Batum,David Nwaba,Frank Kaminsky,Paul Millsap,22900,95.25,0.0
46141,Jordan Clarkson,Eric Gordon,Kent Bazemore,Trey Lyles,Frank Kaminsky,24500,95.25,0.0
5495,Jeremy Lin,Rodney Hood,Marvin Williams,Trey Lyles,Kevon Looney,21800,95.25,0.0
21633,Eric Gordon,David Nwaba,Nicolas Batum,Frank Kaminsky,Paul Millsap,22900,95.25,0.0
16278,Eric Gordon,David Nwaba,Nicolas Batum,Paul Millsap,Frank Kaminsky,22900,95.25,0.0
20324,Eric Gordon,Jamal Murray,David Nwaba,Frank Kaminsky,Mason Plumlee,21700,95.25,0.0
7150,Jordan Clarkson,Nicolas Batum,Trey Lyles,Paul Millsap,Channing Frye,24700,95.25,0.0
3164,Jordan Clarkson,Jamal Murray,Trey Lyles,Channing Frye,Mason Plumlee,23500,95.25,0.0
10257,Jeremy Lin,David Nwaba,Torrey Craig,Paul Millsap,Kevon Looney,19500,95.0,0.0
37679,Jeremy Lin,David Nwaba,Nicolas Batum,Frank Kaminsky,Channing Frye,18800,95.0,0.0
1778,Jamal Murray,Andre Iguodala,Nicolas Batum,Frank Kaminsky,Paul Millsap,24800,95.0,0.0
17144,Eric Gordon,James Ennis III,Rodney Hood,Frank Kaminsky,Kevon Looney,21100,95.0,0.0
16715,Eric Gordon,Jamal Murray,James Ennis III,Trey Lyles,Mason Plumlee,23700,95.0,0.0
1674,Eric Gordon,Rodney Hood,James Ennis III,Frank Kaminsky,Kevon Looney,21100,95.0,0.0
40288,Jordan Clarkson,Nicolas Batum,Torrey Craig,Mason Plumlee,Kevon Looney,22000,95.0,0.0
16612,Eric Gordon,Torrey Craig,Nicolas Batum,Marvin Williams,Larry Nance Jr.,23600,95.0,0.0
41096,Jeremy Lin,James Ennis III,Marvin Williams,Channing Frye,Frank Kaminsky,17600,95.0,0.0
4556,Jeremy Lin,Eric Gordon,Rodney Hood,Paul Millsap,Kevon Looney,23900,95.0,0.0
923,Jordan Clarkson,Eric Gordon,Marvin Williams,Trey Lyles,Channing Frye,22800,95.0,0.0
10126,Jeremy Lin,Andre Iguodala,Marvin Williams,Channing Frye,Paul Millsap,20400,95.0,0.0
18323,Jordan Clarkson,Jamal Murray,Torrey Craig,Kevon Looney,Channing Frye,22200,95.0,0.0
37797,Jeremy Lin,Kent Bazemore,Nicolas Batum,Kevon Looney,Frank Kaminsky,22300,95.0,0.0
45518,Jamal Murray,Rodney Hood,Kent Bazemore,Mason Plumlee,Frank Kaminsky,24500,95.0,0.0
7217,Jeremy Lin,Rodney Hood,Trey Lyles,Marvin Williams,Paul Millsap,23600,95.0,0.0
3103,Jamal Murray,David Nwaba,Trey Lyles,Kevon Looney,Channing Frye,21200,95.0,0.0
16950,Jamal Murray,David Nwaba,Trey Lyles,Channing Frye,Kevon Looney,21200,95.0,0.0
49738,Jamal Murray,Andre Iguodala,Juancho Hernangomez,Frank Kaminsky,Paul Millsap,22800,95.0,0.0
11482,Jamal Murray,Eric Gordon,Marvin Williams,Kevon Looney,Mason Plumlee,23500,95.0,0.0
6989,Jamal Murray,Andre Iguodala,Trey Lyles,Frank Kaminsky,Larry Nance Jr.,23200,95.0,0.0
12576,Jeremy Lin,Jamal Murray,Nicolas Batum,Paul Millsap,Frank Kaminsky,24800,95.0,0.0
43850,Jeremy Lin,Eric Gordon,Rodney Hood,Kevon Looney,Paul Millsap,23900,95.0,0.0
7657,Eric Gordon,James Ennis III,Nicolas Batum,Trey Lyles,Paul Millsap,24900,95.0,0.0
30580,Jeremy Lin,James Ennis III,Marvin Williams,Frank Kaminsky,Channing Frye,17600,95.0,0.0
44159,Jamal Murray,Kent Bazemore,Rodney Hood,Frank Kaminsky,Mason Plumlee,24500,95.0,0.0
16146,Jeremy Lin,Torrey Craig,David Nwaba,Paul Millsap,Kevon Looney,19500,95.0,0.0
45438,Jamal Murray,Jeremy Lin,Trey Lyles,Larry Nance Jr.,Frank Kaminsky,23200,95.0,0.0
9053,Jamal Murray,Jeremy Lin,Nicolas Batum,Frank Kaminsky,Paul Millsap,24800,95.0,0.0
6673,Jamal Murray,Kent Bazemore,Rodney Hood,Mason Plumlee,Frank Kaminsky,24500,95.0,0.0
5481,Jeremy Lin,Jamal Murray,Juancho Hernangomez,Frank Kaminsky,Paul Millsap,22800,95.0,0.0
22294,Jordan Clarkson,Jamal Murray,Torrey Craig,Channing Frye,Kevon Looney,22200,95.0,0.0
31366,Eric Gordon,Jamal Murray,Torrey Craig,Jonas Jerebko,Frank Kaminsky,21300,95.0,0.0
20871,Jamal Murray,Kent Bazemore,Torrey Craig,Larry Nance Jr.,Channing Frye,23800,95.0,0.0
16787,Jeremy Lin,Kent Bazemore,Juancho Hernangomez,Kevon Looney,Frank Kaminsky,20300,95.0,0.0
40001,Eric Gordon,Jamal Murray,Rodney Hood,Marvin Williams,Frank Kaminsky,24500,95.0,0.0
284,Jamal Murray,Nicolas Batum,Andre Iguodala,Paul Millsap,Frank Kaminsky,24800,95.0,0.0
452,Jamal Murray,Jeremy Lin,Trey Lyles,Frank Kaminsky,Larry Nance Jr.,23200,95.0,0.0
2286,Eric Gordon,Rodney Hood,Andre Iguodala,Paul Millsap,Kevon Looney,23900,95.0,0.0
33876,Jeremy Lin,Torrey Craig,David Nwaba,Kevon Looney,Paul Millsap,19500,95.0,0.0
20442,Eric Gordon,Nicolas Batum,Marvin Williams,Paul Millsap,Kevon Looney,24700,95.0,0.0
16775,Jamal Murray,Torrey Craig,James Ennis III,Marvin Williams,Channing Frye,20500,95.0,0.0
9905,Eric Gordon,Jordan Clarkson,Marvin Williams,Trey Lyles,Channing Frye,22800,95.0,0.0
8822,Jordan Clarkson,Rodney Hood,Torrey Craig,Juancho Hernangomez,Frank Kaminsky,21000,95.0,0.0
10154,Jamal Murray,Eric Gordon,Rodney Hood,Juancho Hernangomez,Channing Frye,24100,95.0,0.0
288,Jeremy Lin,Torrey Craig,Jeremy Lamb,Frank Kaminsky,Kevon Looney,18700,95.0,0.0
23757,Jordan Clarkson,Kent Bazemore,Trey Lyles,Mason Plumlee,Channing Frye,22800,95.0,0.0
47290,Jamal Murray,Torrey Craig,David Nwaba,Marvin Williams,Frank Kaminsky,20100,95.0,0.0
28349,Jamal Murray,Torrey Craig,Kent Bazemore,Larry Nance Jr.,Channing Frye,23800,95.0,0.0
29188,Eric Gordon,Kent Bazemore,David Nwaba,Mason Plumlee,Frank Kaminsky,21000,95.0,0.0
6949,Jeremy Lin,Andre Iguodala,Marvin Williams,Trey Lyles,Kevon Looney,20200,95.0,0.0
34982,Jordan Clarkson,Torrey Craig,Nicolas Batum,Kevon Looney,Mason Plumlee,22000,95.0,0.0
2071,Jeremy Lin,Torrey Craig,Jonas Jerebko,Trey Lyles,Paul Millsap,20400,95.0,0.0
15609,Jordan Clarkson,Kent Bazemore,Trey Lyles,Channing Frye,Mason Plumlee,22800,95.0,0.0
23630,Eric Gordon,Kent Bazemore,James Ennis III,Mason Plumlee,Channing Frye,21400,95.0,0.0
5692,Eric Gordon,Jeremy Lin,Rodney Hood,Paul Millsap,Kevon Looney,23900,95.0,0.0
11181,Jamal Murray,Andre Iguodala,Trey Lyles,Larry Nance Jr.,Frank Kaminsky,23200,95.0,0.0
23590,Jordan Clarkson,Rodney Hood,Trey Lyles,Kevon Looney,Frank Kaminsky,22500,95.0,0.0
41362,Jamal Murray,Jordan Clarkson,Torrey Craig,Kevon Looney,Channing Frye,22200,95.0,0.0
29456,Jeremy Lin,Torrey Craig,Jeremy Lamb,Kevon Looney,Frank Kaminsky,18700,95.0,0.0
32983,Jordan Clarkson,Torrey Craig,Juancho Hernangomez,Kevon Looney,Mason Plumlee,20000,95.0,0.0
10350,Jeremy Lin,David Nwaba,Nicolas Batum,Channing Frye,Frank Kaminsky,18800,95.0,0.0
3177,Jeremy Lin,Andre Iguodala,Marvin Williams,Paul Millsap,Channing Frye,20400,95.0,0.0
550,Jeremy Lin,Nicolas Batum,David Nwaba,Frank Kaminsky,Channing Frye,18800,95.0,0.0
4600,Eric Gordon,Torrey Craig,Juancho Hernangomez,Marvin Williams,Larry Nance Jr.,21600,95.0,0.0
10897,Eric Gordon,Rodney Hood,Nicolas Batum,Juancho Hernangomez,Mason Plumlee,23900,95.0,0.0
3337,Eric Gordon,James Ennis III,Rodney Hood,Kevon Looney,Frank Kaminsky,21100,95.0,0.0
48886,Jordan Clarkson,Rodney Hood,Trey Lyles,Frank Kaminsky,Kevon Looney,22500,95.0,0.0
11905,Eric Gordon,Rodney Hood,James Ennis III,Kevon Looney,Frank Kaminsky,21100,95.0,0.0
41415,Jeremy Lin,Nicolas Batum,Kent Bazemore,Frank Kaminsky,Kevon Looney,22300,95.0,0.0
40818,Jeremy Lin,Kent Bazemore,Juancho Hernangomez,Frank Kaminsky,Kevon Looney,20300,95.0,0.0
6480,Jamal Murray,Eric Gordon,Rodney Hood,Marvin Williams,Frank Kaminsky,24500,95.0,0.0
15222,Jeremy Lin,Jamal Murray,Juancho Hernangomez,Paul Millsap,Frank Kaminsky,22800,95.0,0.0
35309,Jordan Clarkson,Eric Gordon,Trey Lyles,Marvin Williams,Channing Frye,22800,95.0,0.0
8382,Jamal Murray,David Nwaba,Torrey Craig,Marvin Williams,Frank Kaminsky,20100,95.0,0.0
3843,Jordan Clarkson,Torrey Craig,Rodney Hood,Juancho Hernangomez,Frank Kaminsky,21000,95.0,0.0
48874,Eric Gordon,Andre Iguodala,Rodney Hood,Kevon Looney,Paul Millsap,23900,95.0,0.0
6593,Jeremy Lin,Jamal Murray,Trey Lyles,Frank Kaminsky,Larry Nance Jr.,23200,95.0,0.0
15030,Eric Gordon,Torrey Craig,Marvin Williams,Juancho Hernangomez,Larry Nance Jr.,21600,95.0,0.0
20302,Jeremy Lin,Kent Bazemore,Nicolas Batum,Frank Kaminsky,Kevon Looney,22300,95.0,0.0
92,Eric Gordon,James Ennis III,Trey Lyles,Juancho Hernangomez,Paul Millsap,22900,95.0,0.0
7496,Jamal Murray,Eric Gordon,Torrey Craig,Jonas Jerebko,Frank Kaminsky,21300,95.0,0.0
34630,Jamal Murray,Torrey Craig,Kent Bazemore,Channing Frye,Larry Nance Jr.,23800,95.0,0.0
38089,Jamal Murray,Jeremy Lin,Juancho Hernangomez,Frank Kaminsky,Paul Millsap,22800,95.0,0.0
15756,Eric Gordon,Kent Bazemore,James Ennis III,Channing Frye,Mason Plumlee,21400,95.0,0.0
45761,Eric Gordon,Jeremy Lin,Rodney Hood,Kevon Looney,Paul Millsap,23900,95.0,0.0
4570,Eric Gordon,Nicolas Batum,Rodney Hood,Juancho Hernangomez,Mason Plumlee,23900,95.0,0.0
19628,Eric Gordon,Andre Iguodala,Rodney Hood,Paul Millsap,Kevon Looney,23900,95.0,0.0
33473,Jeremy Lin,David Nwaba,Juancho Hernangomez,Frank Kaminsky,Channing Frye,16800,95.0,0.0
45456,Eric Gordon,David Nwaba,Kent Bazemore,Frank Kaminsky,Mason Plumlee,21000,95.0,0.0
24824,Eric Gordon,Jordan Clarkson,Trey Lyles,Marvin Williams,Channing Frye,22800,95.0,0.0
1316,Jeremy Lin,Jordan Clarkson,Trey Lyles,Frank Kaminsky,Kevon Looney,20900,94.75,0.0
