,PG,SG,SF,PF,C,Price,Score,Win
3057,James Harden,Torrey Craig,James Ennis III,Larry Nance Jr.,Paul Millsap,28000,135.0,0.0
7774,James Harden,Andre Iguodala,Nicolas Batum,Juancho Hernangomez,Paul Millsap,29500,135.0,0.0
34631,James Harden,Eric Gordon,Jonas Jerebko,Trey Lyles,Kevon Looney,27500,135.0,0.0
6343,James Harden,James Ennis III,Nicolas Batum,Juancho Hernangomez,Frank Kaminsky,26700,135.0,0.0
22159,James Harden,Jordan Clarkson,Rodney Hood,Mason Plumlee,Channing Frye,28200,135.0,0.0
230,James Harden,Eric Gordon,Jonas Jerebko,Channing Frye,Paul Millsap,27700,135.0,0.0
20120,Jeremy Lin,Jeremy Lamb,Jonas Jerebko,Channing Frye,Larry Nance Jr.,20300,135.0,0.0
30644,Jordan Clarkson,Jeremy Lin,Jeremy Lamb,Mason Plumlee,Larry Nance Jr.,23300,135.0,0.0
1237,Jeremy Lin,Jordan Clarkson,Jeremy Lamb,Larry Nance Jr.,Mason Plumlee,23300,135.0,0.0
19586,Jordan Clarkson,Kent Bazemore,Rodney Hood,Kevin Durant,Frank Kaminsky,31200,135.0,0.0
30596,James Harden,Andre Iguodala,Juancho Hernangomez,Trey Lyles,Larry Nance Jr.,27900,135.0,0.0
30263,Jordan Clarkson,Jamal Murray,Andre Iguodala,Kevin Durant,Frank Kaminsky,30300,135.0,0.0
18038,James Harden,James Ennis III,Kent Bazemore,Trey Lyles,Paul Millsap,30200,135.0,0.0
25455,Eric Gordon,James Harden,Jonas Jerebko,Paul Millsap,Channing Frye,27700,135.0,0.0
29485,James Harden,David Nwaba,Marvin Williams,Channing Frye,Paul Millsap,26500,135.0,0.0
3466,James Harden,Kent Bazemore,Marvin Williams,Kevon Looney,Paul Millsap,30000,135.0,0.0
24857,Jordan Clarkson,David Nwaba,Kevin Durant,Channing Frye,Mason Plumlee,26700,135.0,0.0
17356,Jamal Murray,David Nwaba,Kent Bazemore,Kevin Durant,Channing Frye,29900,135.0,0.0
20006,Jordan Clarkson,Jamal Murray,Marvin Williams,Jonas Jerebko,Kevon Looney,23600,135.0,0.0
2847,James Harden,Nicolas Batum,Andre Iguodala,Trey Lyles,Larry Nance Jr.,29900,135.0,0.0
5276,James Harden,Jamal Murray,Andre Iguodala,Juancho Hernangomez,Mason Plumlee,28300,135.0,0.0
2841,Jeremy Lin,Jeremy Lamb,Nicolas Batum,Jonas Jerebko,Kevon Looney,21700,135.0,0.0
15713,Jamal Murray,Rodney Hood,Jeremy Lamb,Jonas Jerebko,Mason Plumlee,23900,135.0,0.0
40034,Jamal Murray,Jordan Clarkson,Marvin Williams,Jonas Jerebko,Kevon Looney,23600,135.0,0.0
9383,Eric Gordon,James Harden,Jonas Jerebko,Channing Frye,Paul Millsap,27700,135.0,0.0
30111,Eric Gordon,Jordan Clarkson,Kevin Durant,Marvin Williams,Kevon Looney,30200,135.0,0.0
13210,James Harden,Andre Iguodala,Nicolas Batum,Trey Lyles,Larry Nance Jr.,29900,135.0,0.0
7240,Jordan Clarkson,David Nwaba,James Ennis III,Larry Nance Jr.,Mason Plumlee,21300,135.0,0.0
10776,Jeremy Lin,James Harden,Trey Lyles,Juancho Hernangomez,Larry Nance Jr.,27900,135.0,0.0
12417,Jeremy Lin,David Nwaba,Kevin Durant,Frank Kaminsky,Larry Nance Jr.,26400,134.75,0.0
33101,Jeremy Lin,Jeremy Lamb,Nicolas Batum,Jonas Jerebko,Paul Millsap,23500,134.75,0.0
6731,Jeremy Lin,Jeremy Lamb,Trey Lyles,Jonas Jerebko,Larry Nance Jr.,21900,134.75,0.0
43675,James Harden,Rodney Hood,David Nwaba,Kevon Looney,Channing Frye,25900,134.75,0.0
35293,Jeremy Lin,James Ennis III,Kevin Durant,Larry Nance Jr.,Channing Frye,26800,134.75,0.0
25735,James Harden,David Nwaba,Marvin Williams,Trey Lyles,Paul Millsap,28100,134.75,0.0
5303,Jamal Murray,Rodney Hood,James Ennis III,Kevin Durant,Mason Plumlee,30400,134.75,0.0
20902,Jordan Clarkson,David Nwaba,Jonas Jerebko,Marvin Williams,Channing Frye,19400,134.75,0.0
6357,James Harden,Jordan Clarkson,Rodney Hood,Trey Lyles,Mason Plumlee,29800,134.75,0.0
18420,Jordan Clarkson,James Harden,Andre Iguodala,Mason Plumlee,Channing Frye,26600,134.75,0.0
28176,Eric Gordon,James Harden,David Nwaba,Kevon Looney,Paul Millsap,28400,134.75,0.0
32887,Jamal Murray,David Nwaba,Kevin Durant,Kevon Looney,Paul Millsap,30400,134.75,0.0
11070,Jamal Murray,Jordan Clarkson,Jonas Jerebko,Marvin Williams,Paul Millsap,25400,134.75,0.0
18130,James Harden,David Nwaba,Rodney Hood,Channing Frye,Kevon Looney,25900,134.75,0.0
43340,Jordan Clarkson,Rodney Hood,David Nwaba,Juancho Hernangomez,Larry Nance Jr.,23300,134.75,0.0
15865,Jordan Clarkson,James Ennis III,Rodney Hood,Marvin Williams,Larry Nance Jr.,24100,134.75,0.0
791,Jamal Murray,David Nwaba,Kevin Durant,Paul Millsap,Kevon Looney,30400,134.75,0.0
794,James Harden,Eric Gordon,David Nwaba,Kevon Looney,Paul Millsap,28400,134.75,0.0
798,James Harden,Rodney Hood,David Nwaba,Channing Frye,Kevon Looney,25900,134.75,0.0
13700,James Harden,Rodney Hood,Trey Lyles,Jonas Jerebko,Channing Frye,26800,134.75,0.0
4073,Jeremy Lin,David Nwaba,Jeremy Lamb,Kevon Looney,Larry Nance Jr.,21000,134.75,0.0
40432,James Harden,Jordan Clarkson,Andre Iguodala,Mason Plumlee,Channing Frye,26600,134.75,0.0
15217,James Harden,Rodney Hood,Andre Iguodala,Larry Nance Jr.,Frank Kaminsky,27900,134.75,0.0
26613,Jordan Clarkson,James Harden,Andre Iguodala,Channing Frye,Mason Plumlee,26600,134.75,0.0
37933,Eric Gordon,James Ennis III,David Nwaba,Kevin Durant,Mason Plumlee,26900,134.75,0.0
40903,Jordan Clarkson,Torrey Craig,Kevin Durant,Jonas Jerebko,Channing Frye,26300,134.75,0.0
11671,Jeremy Lin,James Ennis III,Nicolas Batum,Kevin Durant,Kevon Looney,28200,134.75,0.0
49826,Jordan Clarkson,James Ennis III,Jonas Jerebko,Kevon Looney,Paul Millsap,22000,134.75,0.0
6823,Jordan Clarkson,David Nwaba,Rodney Hood,Juancho Hernangomez,Larry Nance Jr.,23300,134.75,0.0
4391,James Harden,Torrey Craig,Marvin Williams,Jonas Jerebko,Mason Plumlee,24700,134.75,0.0
42127,Jeremy Lin,Eric Gordon,Jeremy Lamb,Kevin Durant,Mason Plumlee,28900,134.75,0.0
20799,Jamal Murray,David Nwaba,Torrey Craig,Kevin Durant,Larry Nance Jr.,29300,134.75,0.0
32829,Jordan Clarkson,James Ennis III,Jonas Jerebko,Paul Millsap,Kevon Looney,22000,134.75,0.0
46463,James Harden,Jordan Clarkson,Andre Iguodala,Channing Frye,Mason Plumlee,26600,134.75,0.0
46952,James Harden,Kent Bazemore,Andre Iguodala,Juancho Hernangomez,Mason Plumlee,27600,134.75,0.0
11730,Jeremy Lin,James Harden,Rodney Hood,Frank Kaminsky,Larry Nance Jr.,27900,134.75,0.0
22206,Jeremy Lin,Jamal Murray,Jeremy Lamb,Jonas Jerebko,Mason Plumlee,22300,134.75,0.0
25931,Jeremy Lin,Jeremy Lamb,David Nwaba,Kevon Looney,Larry Nance Jr.,21000,134.75,0.0
31637,James Harden,David Nwaba,Trey Lyles,Marvin Williams,Paul Millsap,28100,134.75,0.0
20260,Jeremy Lin,Nicolas Batum,Jeremy Lamb,Jonas Jerebko,Paul Millsap,23500,134.75,0.0
37439,Jamal Murray,Jeremy Lamb,Andre Iguodala,Jonas Jerebko,Mason Plumlee,22300,134.75,0.0
10749,Jamal Murray,Andre Iguodala,Jeremy Lamb,Jonas Jerebko,Mason Plumlee,22300,134.75,0.0
47640,Jordan Clarkson,Torrey Craig,Jonas Jerebko,Kevin Durant,Channing Frye,26300,134.75,0.0
18832,Jeremy Lin,Jeremy Lamb,Juancho Hernangomez,Jonas Jerebko,Paul Millsap,21500,134.75,0.0
42671,Jeremy Lin,David Nwaba,Jeremy Lamb,Larry Nance Jr.,Kevon Looney,21000,134.75,0.0
45908,James Harden,Eric Gordon,David Nwaba,Paul Millsap,Kevon Looney,28400,134.75,0.0
48202,Jeremy Lin,Jeremy Lamb,Jonas Jerebko,Trey Lyles,Larry Nance Jr.,21900,134.75,0.0
22027,Jordan Clarkson,Rodney Hood,James Ennis III,Marvin Williams,Larry Nance Jr.,24100,134.75,0.0
44607,Jamal Murray,Torrey Craig,David Nwaba,Kevin Durant,Larry Nance Jr.,29300,134.75,0.0
4651,Jordan Clarkson,James Harden,Torrey Craig,Marvin Williams,Paul Millsap,29100,134.75,0.0
26818,Jordan Clarkson,James Ennis III,Torrey Craig,Jonas Jerebko,Larry Nance Jr.,20900,134.75,0.0
7096,Eric Gordon,David Nwaba,James Ennis III,Kevin Durant,Mason Plumlee,26900,134.75,0.0
3639,James Harden,Jeremy Lamb,Trey Lyles,Marvin Williams,Frank Kaminsky,27300,134.75,0.0
36948,Jordan Clarkson,David Nwaba,Kevin Durant,Trey Lyles,Mason Plumlee,28300,134.75,0.0
2734,James Harden,Jeremy Lin,Kent Bazemore,Juancho Hernangomez,Mason Plumlee,27600,134.75,0.0
27340,James Harden,Nicolas Batum,Marvin Williams,Larry Nance Jr.,Frank Kaminsky,28700,134.75,0.0
8302,Jamal Murray,Jeremy Lamb,Kevin Durant,Kevon Looney,Frank Kaminsky,29600,134.75,0.0
17403,Eric Gordon,James Harden,Trey Lyles,Jonas Jerebko,Paul Millsap,29300,134.75,0.0
29201,James Harden,Jeremy Lin,Rodney Hood,Frank Kaminsky,Larry Nance Jr.,27900,134.75,0.0
360,James Harden,Jordan Clarkson,Torrey Craig,Marvin Williams,Paul Millsap,29100,134.75,0.0
11879,James Harden,Nicolas Batum,Juancho Hernangomez,Channing Frye,Larry Nance Jr.,28300,134.75,0.0
35440,Jordan Clarkson,Andre Iguodala,Kent Bazemore,Kevin Durant,Frank Kaminsky,29600,134.75,0.0
36592,James Harden,Rodney Hood,Andre Iguodala,Frank Kaminsky,Larry Nance Jr.,27900,134.75,0.0
48120,James Harden,Eric Gordon,Jeremy Lamb,Kevon Looney,Frank Kaminsky,27600,134.75,0.0
16428,James Harden,Nicolas Batum,Jeremy Lamb,Trey Lyles,Channing Frye,28900,134.75,0.0
14821,Jamal Murray,James Ennis III,David Nwaba,Jonas Jerebko,Mason Plumlee,20300,134.75,0.0
17116,Jeremy Lin,James Harden,Kent Bazemore,Juancho Hernangomez,Mason Plumlee,27600,134.75,0.0
24217,Jordan Clarkson,Kent Bazemore,Andre Iguodala,Kevin Durant,Frank Kaminsky,29600,134.75,0.0
10094,James Harden,Rodney Hood,Jonas Jerebko,Trey Lyles,Channing Frye,26800,134.75,0.0
10447,James Harden,David Nwaba,Rodney Hood,Kevon Looney,Channing Frye,25900,134.75,0.0
25956,Jeremy Lin,James Ennis III,Juancho Hernangomez,Kevin Durant,Kevon Looney,26200,134.75,0.0
3773,Jamal Murray,Jeremy Lin,Jeremy Lamb,Jonas Jerebko,Mason Plumlee,22300,134.75,0.0
10626,Jeremy Lin,Nicolas Batum,James Ennis III,Kevin Durant,Kevon Looney,28200,134.75,0.0
24101,Jordan Clarkson,Kent Bazemore,Jonas Jerebko,Marvin Williams,Kevon Looney,22900,134.75,0.0
11936,Eric Gordon,James Harden,Jeremy Lamb,Frank Kaminsky,Kevon Looney,27600,134.75,0.0
39328,James Harden,Jeremy Lamb,Juancho Hernangomez,Trey Lyles,Channing Frye,26900,134.75,0.0
47806,James Harden,Nicolas Batum,Marvin Williams,Frank Kaminsky,Larry Nance Jr.,28700,134.75,0.0
32157,Jordan Clarkson,Jamal Murray,Jonas Jerebko,Marvin Williams,Paul Millsap,25400,134.75,0.0
324,Jamal Murray,Jordan Clarkson,Marvin Williams,Jonas Jerebko,Paul Millsap,25400,134.75,0.0
10978,Eric Gordon,James Harden,Jonas Jerebko,Trey Lyles,Paul Millsap,29300,134.75,0.0
1629,Jordan Clarkson,Torrey Craig,James Ennis III,Jonas Jerebko,Larry Nance Jr.,20900,134.75,0.0
7775,Eric Gordon,Andre Iguodala,Jeremy Lamb,Kevin Durant,Mason Plumlee,28900,134.75,0.0
32683,James Harden,Andre Iguodala,Rodney Hood,Larry Nance Jr.,Frank Kaminsky,27900,134.75,0.0
16273,Jamal Murray,Jeremy Lamb,Kevin Durant,Frank Kaminsky,Kevon Looney,29600,134.75,0.0
4701,Jordan Clarkson,David Nwaba,Marvin Williams,Jonas Jerebko,Channing Frye,19400,134.75,0.0
12258,Jeremy Lin,Jeremy Lamb,Jonas Jerebko,Juancho Hernangomez,Paul Millsap,21500,134.75,0.0
2931,Jordan Clarkson,Rodney Hood,Marvin Williams,Kevin Durant,Channing Frye,29500,134.75,0.0
33690,Jeremy Lin,James Ennis III,Kevin Durant,Juancho Hernangomez,Kevon Looney,26200,134.75,0.0
16258,Eric Gordon,Jeremy Lamb,Andre Iguodala,Kevin Durant,Mason Plumlee,28900,134.75,0.0
10683,Eric Gordon,Jeremy Lin,Jeremy Lamb,Kevin Durant,Mason Plumlee,28900,134.75,0.0
1215,James Harden,Andre Iguodala,Kent Bazemore,Juancho Hernangomez,Mason Plumlee,27600,134.75,0.0
44842,Eric Gordon,James Harden,Jeremy Lamb,Kevon Looney,Frank Kaminsky,27600,134.75,0.0
11916,Jamal Murray,David Nwaba,James Ennis III,Jonas Jerebko,Mason Plumlee,20300,134.75,0.0
34928,James Harden,Eric Gordon,Trey Lyles,Jonas Jerebko,Paul Millsap,29300,134.75,0.0
7761,Jordan Clarkson,Kent Bazemore,Marvin Williams,Jonas Jerebko,Kevon Looney,22900,134.75,0.0
1624,James Harden,Jeremy Lin,Rodney Hood,Larry Nance Jr.,Frank Kaminsky,27900,134.75,0.0
11961,Jamal Murray,Kent Bazemore,Jeremy Lamb,Juancho Hernangomez,Larry Nance Jr.,26500,134.5,0.0
13207,Jamal Murray,James Harden,Andre Iguodala,Paul Millsap,Kevon Looney,30300,134.5,0.0
12976,Jeremy Lin,David Nwaba,Jeremy Lamb,Larry Nance Jr.,Paul Millsap,22800,134.5,0.0
42451,James Harden,Jamal Murray,Andre Iguodala,Kevon Looney,Paul Millsap,30300,134.5,0.0
195,James Harden,Jeremy Lamb,Rodney Hood,Frank Kaminsky,Channing Frye,26900,134.5,0.0
46884,Jeremy Lin,James Ennis III,Juancho Hernangomez,Kevin Durant,Paul Millsap,28000,134.5,0.0
8154,James Harden,Kent Bazemore,Rodney Hood,Kevon Looney,Paul Millsap,31200,134.5,0.0
29724,Jordan Clarkson,Jeremy Lin,Kevin Durant,Marvin Williams,Channing Frye,27900,134.5,0.0
6530,Jeremy Lin,James Ennis III,Nicolas Batum,Kevin Durant,Paul Millsap,30000,134.5,0.0
35021,Jeremy Lin,James Harden,Trey Lyles,Jonas Jerebko,Channing Frye,25200,134.5,0.0
29526,Jeremy Lin,Jeremy Lamb,Kent Bazemore,Jonas Jerebko,Mason Plumlee,21600,134.5,0.0
17189,Jeremy Lin,Nicolas Batum,James Ennis III,Kevin Durant,Paul Millsap,30000,134.5,0.0
10049,Jordan Clarkson,Jamal Murray,Kevin Durant,Juancho Hernangomez,Frank Kaminsky,30300,134.5,0.0
32972,Jamal Murray,James Harden,Andre Iguodala,Kevon Looney,Paul Millsap,30300,134.5,0.0
12972,James Harden,Nicolas Batum,Juancho Hernangomez,Trey Lyles,Larry Nance Jr.,29900,134.5,0.0
13329,James Harden,Rodney Hood,David Nwaba,Paul Millsap,Channing Frye,27700,134.5,0.0
3218,James Harden,Rodney Hood,Jeremy Lamb,Channing Frye,Frank Kaminsky,26900,134.5,0.0
24522,James Harden,Rodney Hood,Kent Bazemore,Paul Millsap,Kevon Looney,31200,134.5,0.0
28870,Jordan Clarkson,Andre Iguodala,Kevin Durant,Marvin Williams,Channing Frye,27900,134.5,0.0
24255,Jordan Clarkson,Jamal Murray,Jeremy Lamb,Larry Nance Jr.,Channing Frye,25500,134.5,0.0
20232,James Harden,Rodney Hood,Kent Bazemore,Kevon Looney,Paul Millsap,31200,134.5,0.0
49263,Eric Gordon,Jordan Clarkson,David Nwaba,Jonas Jerebko,Kevon Looney,21300,134.5,0.0
27698,James Harden,David Nwaba,Rodney Hood,Paul Millsap,Channing Frye,27700,134.5,0.0
28801,Jeremy Lin,Jordan Clarkson,James Ennis III,Marvin Williams,Larry Nance Jr.,22500,134.5,0.0
2124,James Harden,Jamal Murray,Andre Iguodala,Paul Millsap,Kevon Looney,30300,134.5,0.0
12160,James Harden,Andre Iguodala,David Nwaba,Kevon Looney,Channing Frye,24300,134.5,0.0
19135,Jordan Clarkson,Jamal Murray,Jeremy Lamb,Juancho Hernangomez,Kevon Looney,24900,134.5,0.0
39333,Jeremy Lin,Jeremy Lamb,David Nwaba,Larry Nance Jr.,Paul Millsap,22800,134.5,0.0
16760,Jeremy Lin,Jordan Clarkson,Kevin Durant,Marvin Williams,Channing Frye,27900,134.5,0.0
39386,Jeremy Lin,Jordan Clarkson,Marvin Williams,Kevin Durant,Channing Frye,27900,134.5,0.0
4799,James Harden,Eric Gordon,Jeremy Lamb,Paul Millsap,Frank Kaminsky,29400,134.5,0.0
4801,Jamal Murray,Jordan Clarkson,Kevin Durant,Juancho Hernangomez,Frank Kaminsky,30300,134.5,0.0
4111,James Harden,Jordan Clarkson,Andre Iguodala,Trey Lyles,Mason Plumlee,28200,134.5,0.0
26626,James Harden,Rodney Hood,David Nwaba,Channing Frye,Paul Millsap,27700,134.5,0.0
3335,Jamal Murray,Jordan Clarkson,Jeremy Lamb,Juancho Hernangomez,Kevon Looney,24900,134.5,0.0
13389,Jeremy Lin,Jeremy Lamb,David Nwaba,Paul Millsap,Larry Nance Jr.,22800,134.5,0.0
42808,James Harden,Eric Gordon,Jeremy Lamb,Frank Kaminsky,Paul Millsap,29400,134.5,0.0
10519,Jordan Clarkson,Nicolas Batum,Jeremy Lamb,Larry Nance Jr.,Mason Plumlee,25300,134.5,0.0
14283,Jordan Clarkson,Andre Iguodala,Marvin Williams,Kevin Durant,Channing Frye,27900,134.5,0.0
11683,James Harden,Jeremy Lin,Trey Lyles,Jonas Jerebko,Channing Frye,25200,134.5,0.0
7581,Jordan Clarkson,Torrey Craig,David Nwaba,Kevin Durant,Kevon Looney,27000,134.5,0.0
38044,Jordan Clarkson,Andre Iguodala,David Nwaba,Juancho Hernangomez,Larry Nance Jr.,21700,134.5,0.0
27022,James Harden,Nicolas Batum,Trey Lyles,Juancho Hernangomez,Larry Nance Jr.,29900,134.5,0.0
11459,James Harden,Jeremy Lin,Jonas Jerebko,Trey Lyles,Channing Frye,25200,134.5,0.0
14646,Jordan Clarkson,Jeremy Lin,James Ennis III,Marvin Williams,Larry Nance Jr.,22500,134.5,0.0
2969,Jamal Murray,Jordan Clarkson,Jeremy Lamb,Larry Nance Jr.,Channing Frye,25500,134.5,0.0
32992,Jeremy Lin,Jordan Clarkson,David Nwaba,Juancho Hernangomez,Larry Nance Jr.,21700,134.5,0.0
6465,Jamal Murray,James Ennis III,Andre Iguodala,Kevin Durant,Mason Plumlee,28800,134.5,0.0
14756,Jeremy Lin,James Harden,David Nwaba,Kevon Looney,Channing Frye,24300,134.5,0.0
37609,Jamal Murray,Kent Bazemore,Rodney Hood,Jonas Jerebko,Larry Nance Jr.,26400,134.5,0.0
34788,Jeremy Lin,James Harden,David Nwaba,Channing Frye,Kevon Looney,24300,134.5,0.0
750,Jordan Clarkson,Rodney Hood,Jonas Jerebko,Larry Nance Jr.,Mason Plumlee,23200,134.5,0.0
1848,Jordan Clarkson,Jeremy Lin,David Nwaba,Juancho Hernangomez,Larry Nance Jr.,21700,134.5,0.0
18795,Jordan Clarkson,Jamal Murray,Juancho Hernangomez,Kevin Durant,Frank Kaminsky,30300,134.5,0.0
30120,Jeremy Lin,James Harden,Andre Iguodala,Frank Kaminsky,Larry Nance Jr.,26300,134.5,0.0
2435,Jeremy Lin,David Nwaba,Jeremy Lamb,Paul Millsap,Larry Nance Jr.,22800,134.5,0.0
31673,James Harden,Andre Iguodala,David Nwaba,Channing Frye,Kevon Looney,24300,134.5,0.0
3707,Jamal Murray,James Harden,Nicolas Batum,Juancho Hernangomez,Mason Plumlee,30300,134.5,0.0
1734,Jordan Clarkson,Jamal Murray,Jeremy Lamb,Channing Frye,Larry Nance Jr.,25500,134.5,0.0
44115,Jordan Clarkson,Kent Bazemore,Marvin Williams,Jonas Jerebko,Paul Millsap,24700,134.5,0.0
36316,Jamal Murray,Jeremy Lamb,Kent Bazemore,Juancho Hernangomez,Larry Nance Jr.,26500,134.5,0.0
29855,James Harden,Jeremy Lamb,Rodney Hood,Channing Frye,Frank Kaminsky,26900,134.5,0.0
44135,Jordan Clarkson,Jeremy Lamb,Juancho Hernangomez,Mason Plumlee,Larry Nance Jr.,23300,134.5,0.0
19357,Jordan Clarkson,Eric Gordon,Rodney Hood,Kevin Durant,Kevon Looney,31400,134.5,0.0
22937,James Harden,David Nwaba,Andre Iguodala,Channing Frye,Kevon Looney,24300,134.5,0.0
31575,Jordan Clarkson,Jeremy Lamb,Juancho Hernangomez,Larry Nance Jr.,Mason Plumlee,23300,134.5,0.0
129,Jordan Clarkson,Nicolas Batum,Jeremy Lamb,Mason Plumlee,Larry Nance Jr.,25300,134.5,0.0
3842,Jeremy Lin,Kent Bazemore,Jeremy Lamb,Jonas Jerebko,Mason Plumlee,21600,134.5,0.0
10261,Eric Gordon,Jordan Clarkson,Rodney Hood,Kevin Durant,Kevon Looney,31400,134.5,0.0
37642,James Harden,Rodney Hood,Jeremy Lamb,Frank Kaminsky,Channing Frye,26900,134.5,0.0
19833,James Harden,Jeremy Lin,Andre Iguodala,Frank Kaminsky,Larry Nance Jr.,26300,134.5,0.0
13593,Jordan Clarkson,David Nwaba,Torrey Craig,Kevin Durant,Kevon Looney,27000,134.5,0.0
938,Jamal Murray,Rodney Hood,Kent Bazemore,Jonas Jerebko,Larry Nance Jr.,26400,134.5,0.0
19897,James Harden,Jeremy Lin,David Nwaba,Channing Frye,Kevon Looney,24300,134.5,0.0
897,James Harden,Jamal Murray,James Ennis III,Kevon Looney,Frank Kaminsky,27500,134.5,0.0
7356,Jordan Clarkson,Jeremy Lamb,Nicolas Batum,Mason Plumlee,Larry Nance Jr.,25300,134.5,0.0
42075,James Harden,Jamal Murray,Nicolas Batum,Juancho Hernangomez,Mason Plumlee,30300,134.5,0.0
41529,Jamal Murray,Jordan Clarkson,Jeremy Lamb,Channing Frye,Larry Nance Jr.,25500,134.5,0.0
8628,James Harden,Jeremy Lin,Andre Iguodala,Larry Nance Jr.,Frank Kaminsky,26300,134.5,0.0
7314,Jamal Murray,James Harden,James Ennis III,Kevon Looney,Frank Kaminsky,27500,134.5,0.0
30188,James Harden,Jamal Murray,James Ennis III,Frank Kaminsky,Kevon Looney,27500,134.5,0.0
11288,Jeremy Lin,Jamal Murray,James Ennis III,Kevin Durant,Mason Plumlee,28800,134.5,0.0
5989,Eric Gordon,James Harden,Jeremy Lamb,Frank Kaminsky,Paul Millsap,29400,134.5,0.0
37462,Jordan Clarkson,Andre Iguodala,James Ennis III,Marvin Williams,Larry Nance Jr.,22500,134.5,0.0
1101,Jeremy Lin,James Ennis III,Trey Lyles,Kevin Durant,Larry Nance Jr.,28400,134.5,0.0
2000,Jeremy Lin,James Harden,Jonas Jerebko,Trey Lyles,Channing Frye,25200,134.5,0.0
10753,Jamal Murray,Jeremy Lin,James Ennis III,Kevin Durant,Mason Plumlee,28800,134.5,0.0
10977,James Harden,Nicolas Batum,Rodney Hood,Frank Kaminsky,Larry Nance Jr.,29900,134.25,0.0
885,Jordan Clarkson,David Nwaba,Jeremy Lamb,Marvin Williams,Frank Kaminsky,21100,134.25,0.0
16004,Jamal Murray,Jordan Clarkson,Rodney Hood,Jonas Jerebko,Paul Millsap,26600,134.25,0.0
11130,James Harden,Andre Iguodala,Jeremy Lamb,Frank Kaminsky,Channing Frye,25300,134.25,0.0
6401,James Harden,Rodney Hood,Nicolas Batum,Larry Nance Jr.,Frank Kaminsky,29900,134.25,0.0
27249,Jamal Murray,James Harden,Kent Bazemore,Marvin Williams,Frank Kaminsky,30200,134.25,0.0
16746,James Harden,Andre Iguodala,Kent Bazemore,Paul Millsap,Kevon Looney,29600,134.25,0.0
22221,James Harden,Jeremy Lamb,Trey Lyles,Kevon Looney,Mason Plumlee,27500,134.25,0.0
7871,James Harden,Kent Bazemore,Nicolas Batum,Juancho Hernangomez,Mason Plumlee,29600,134.25,0.0
21535,Eric Gordon,Jeremy Lamb,Kevin Durant,Juancho Hernangomez,Mason Plumlee,28900,134.25,0.0
22359,James Harden,Rodney Hood,Torrey Craig,Jonas Jerebko,Mason Plumlee,25900,134.25,0.0
13890,Jeremy Lin,James Harden,Kent Bazemore,Kevon Looney,Paul Millsap,29600,134.25,0.0
11121,James Harden,Andre Iguodala,David Nwaba,Trey Lyles,Kevon Looney,25900,134.25,0.0
31466,James Harden,Kent Bazemore,Andre Iguodala,Kevon Looney,Paul Millsap,29600,134.25,0.0
29233,Jamal Murray,Jeremy Lamb,Juancho Hernangomez,Jonas Jerebko,Mason Plumlee,22300,134.25,0.0
27609,Jeremy Lin,James Harden,Kent Bazemore,Paul Millsap,Kevon Looney,29600,134.25,0.0
17841,James Harden,Andre Iguodala,Jeremy Lamb,Channing Frye,Frank Kaminsky,25300,134.25,0.0
1462,Jordan Clarkson,Jeremy Lamb,Kent Bazemore,Juancho Hernangomez,Kevon Looney,24200,134.25,0.0
40464,James Harden,David Nwaba,Andre Iguodala,Paul Millsap,Channing Frye,26100,134.25,0.0
3029,James Harden,Jamal Murray,Kent Bazemore,Juancho Hernangomez,Channing Frye,29800,134.25,0.0
9578,James Harden,Rodney Hood,Jeremy Lamb,Trey Lyles,Frank Kaminsky,28500,134.25,0.0
38267,James Harden,Jeremy Lin,David Nwaba,Channing Frye,Paul Millsap,26100,134.25,0.0
22259,Jeremy Lin,James Harden,David Nwaba,Channing Frye,Paul Millsap,26100,134.25,0.0
15493,Jeremy Lin,Jordan Clarkson,Jonas Jerebko,Larry Nance Jr.,Mason Plumlee,21600,134.25,0.0
22144,Jordan Clarkson,Kent Bazemore,Kevin Durant,Juancho Hernangomez,Frank Kaminsky,29600,134.25,0.0
23728,James Harden,Kent Bazemore,James Ennis III,Kevon Looney,Frank Kaminsky,26800,134.25,0.0
7747,James Harden,David Nwaba,James Ennis III,Channing Frye,Frank Kaminsky,23300,134.25,0.0
32093,Jamal Murray,Jordan Clarkson,Jeremy Lamb,Juancho Hernangomez,Paul Millsap,26700,134.25,0.0
22152,James Harden,Torrey Craig,Rodney Hood,Jonas Jerebko,Mason Plumlee,25900,134.25,0.0
25256,James Harden,Andre Iguodala,Kent Bazemore,Kevon Looney,Paul Millsap,29600,134.25,0.0
17758,Jamal Murray,Eric Gordon,Jeremy Lamb,Kevin Durant,Channing Frye,31100,134.25,0.0
2485,James Harden,James Ennis III,Kent Bazemore,Frank Kaminsky,Kevon Looney,26800,134.25,0.0
6552,Jamal Murray,James Harden,James Ennis III,Frank Kaminsky,Paul Millsap,29300,134.25,0.0
34079,James Harden,Rodney Hood,Nicolas Batum,Frank Kaminsky,Larry Nance Jr.,29900,134.25,0.0
39745,Jeremy Lin,Jamal Murray,Kent Bazemore,Jonas Jerebko,Larry Nance Jr.,24800,134.25,0.0
2927,James Harden,James Ennis III,Kent Bazemore,Kevon Looney,Frank Kaminsky,26800,134.25,0.0
14204,Jeremy Lin,James Harden,David Nwaba,Trey Lyles,Kevon Looney,25900,134.25,0.0
