PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,
DeMarre Carroll,BKN,32,1,0,1,28,8,2,9,22.2,1,4,25,3,4,75,2,4,6,1,0,0,0,1,16.7,0,0,-5,
DeMar DeRozan,SAS,29,1,0,1,32,24,7,15,46.7,0,0,0,10,10,100,0,5,5,4,2,0,0,2,34,0,0,-17,
DeAndre Jordan,DAL,30,1,1,0,22,4,2,3,66.7,0,0,0,0,0,0,3,7,10,4,4,1,0,3,21,0,0,16,
De'Anthony Melton,PHX,20,1,1,0,10,3,1,1,100,1,1,100,0,0,0,0,3,3,1,0,0,0,1,8.1,0,0,0,
Davis Bertans,SAS,26,1,0,1,14,2,1,3,33.3,0,2,0,0,1,0,1,2,3,1,1,0,0,2,6.1,0,0,-1,
David Nwaba,CLE,25,1,0,1,29,11,5,8,62.5,0,2,0,1,2,50,1,6,7,1,1,2,1,2,28.9,0,0,-19,
Darius Miller,NOP,28,1,0,1,18,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,4.7,0,0,-16,
Dario Saric,MIN,24,1,1,0,20,9,3,7,42.9,1,2,50,2,2,100,1,2,3,1,1,2,0,2,19.1,0,0,7,
Dante Exum,UTA,23,1,0,1,21,3,1,5,20,0,2,0,1,2,50,0,1,1,2,0,1,0,2,10.2,0,0,-31,
Dante Cunningham,SAS,31,1,0,1,25,5,2,5,40,1,2,50,0,0,0,1,1,2,1,2,2,1,1,15.9,0,0,-18,
Danny Green,TOR,31,1,0,1,20,5,2,4,50,1,1,100,0,0,0,0,2,2,1,0,0,0,1,8.9,0,0,11,
Daniel Theis,BOS,26,1,1,0,9,2,1,1,100,0,0,0,0,0,0,0,1,1,0,1,1,1,2,8.2,0,0,-3,
Damyean Dotson,NYK,24,1,0,1,23,4,2,7,28.6,0,1,0,0,0,0,2,2,4,3,0,2,1,1,22.3,0,0,-11,
Damian Lillard,POR,28,1,0,1,38,31,8,23,34.8,3,9,33.3,12,13,92.3,1,7,8,11,2,0,1,2,58.1,1,0,-7,
D.J. Augustin,ORL,31,1,1,0,31,4,1,6,16.7,0,3,0,2,3,66.7,0,0,0,9,0,0,0,1,17.5,0,0,3,
D'Angelo Russell,BKN,22,1,0,1,24,12,6,18,33.3,0,3,0,0,0,0,1,2,3,5,3,1,0,4,23.1,0,0,-4,
Cristiano Felicio,CHI,26,1,0,1,9,6,2,3,66.7,0,0,0,2,2,100,2,1,3,0,0,0,0,0,9.6,0,0,-1,
Collin Sexton,CLE,19,1,0,1,34,24,9,16,56.3,2,3,66.7,4,4,100,0,3,3,2,4,0,0,2,26.6,0,0,-15,
Chimezie Metu,SAS,21,1,0,1,7,3,1,2,50,0,0,0,1,3,33.3,0,2,2,0,1,0,0,1,4.4,0,0,0,
Cheick Diallo,NOP,22,1,0,1,7,2,1,2,50,0,0,0,0,0,0,2,2,4,0,0,0,0,2,6.8,0,0,-13,
Channing Frye,CLE,35,1,0,1,7,0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,-0.8,0,0,-1,
Chandler Hutchison,CHI,22,1,0,1,21,0,0,3,0,0,1,0,0,0,0,0,3,3,1,2,1,0,1,6.1,0,0,-13,
Cedi Osman,CLE,23,1,0,1,24,4,2,6,33.3,0,3,0,0,0,0,0,5,5,3,2,0,1,0,15.5,0,0,-13,
Cameron Payne,CHI,24,1,0,1,8,2,1,2,50,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.2,0,0,-1,
CJ McCollum,POR,27,1,0,1,35,23,9,20,45,3,8,37.5,2,2,100,0,1,1,4,2,2,0,4,34.2,0,0,-11,
Bryn Forbes,SAS,25,1,0,1,28,13,4,9,44.4,3,5,60,2,2,100,0,1,1,1,1,0,0,1,14.7,0,0,-8,
Brook Lopez,MIL,30,1,0,1,25,6,2,5,40,2,5,40,0,0,0,0,2,2,3,0,0,0,2,12.9,0,0,-8,
Brandon Ingram,LAL,21,1,1,0,32,17,6,15,40,1,3,33.3,4,5,80,0,2,2,4,0,1,0,2,28.4,0,0,0,
Bradley Beal,WAS,25,1,1,0,28,20,7,16,43.8,3,10,30,3,4,75,1,2,3,3,2,3,0,2,35.1,0,0,8,
Brad Wanamaker,BOS,29,1,1,0,9,3,1,2,50,1,1,100,0,0,0,0,1,1,2,1,0,0,0,6.2,0,0,3,
Blake Griffin,DET,29,1,1,0,40,30,13,22,59.1,3,8,37.5,1,2,50,1,11,12,3,5,3,2,2,58.9,1,0,6,
Ben Simmons,PHI,22,1,0,1,31,9,3,5,60,0,0,0,3,5,60,0,3,3,6,1,0,1,3,23.6,0,0,-12,
Bam Adebayo,MIA,21,1,1,0,10,12,6,6,100,0,0,0,0,0,0,0,3,3,1,0,0,1,5,20.1,0,0,3,
Austin Rivers,WAS,26,1,1,0,29,12,4,10,40,3,8,37.5,1,4,25,0,1,1,2,1,1,0,3,18.2,0,0,19,
Aron Baynes,BOS,31,1,1,0,19,9,3,9,33.3,2,5,40,1,1,100,2,9,11,3,0,1,2,1,35.7,0,0,19,
Antonio Blakeney,CHI,22,1,0,1,18,7,3,10,30,1,4,25,0,0,0,0,1,1,1,4,0,1,4,8.7,0,0,-13,
Anthony Davis,NOP,25,1,0,1,41,29,9,25,36,2,3,66.7,9,10,90,2,9,11,2,0,2,4,2,63.2,1,0,6,
Ante Zizic,CLE,21,1,0,1,15,2,1,1,100,0,0,0,0,2,0,1,2,3,1,0,0,0,5,7.1,0,0,-10,
Andrew Wiggins,MIN,23,1,1,0,38,23,8,22,36.4,4,9,44.4,3,5,60,3,3,6,4,2,3,1,1,46.2,0,0,-5,
Andrew Harrison,CLE,24,1,0,1,19,10,3,5,60,1,2,50,3,3,100,2,2,4,2,1,2,1,4,25.8,0,0,-11,
Andre Drummond,DET,25,1,1,0,36,11,5,15,33.3,0,0,0,1,4,25,6,8,14,2,1,0,1,3,32.8,1,0,-3,
Amir Johnson,PHI,31,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,3.2,0,0,-1,
Allonzo Trier,NYK,22,1,0,1,32,11,4,10,40,1,2,50,2,3,66.7,1,4,5,1,4,3,0,2,23.5,0,0,-12,
Allen Crabbe,BKN,26,1,0,1,26,6,2,6,33.3,2,4,50,0,0,0,0,1,1,0,1,2,0,6,12.2,0,0,-3,
Alex Abrines,OKC,25,1,1,0,7,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,3,
Alec Burks,UTA,27,1,0,1,17,5,2,7,28.6,0,1,0,1,2,50,1,2,3,2,2,0,0,1,9.6,0,0,-21,
Al-Farouq Aminu,POR,28,1,0,1,34,18,7,11,63.6,4,7,57.1,0,0,0,2,3,5,0,3,0,3,3,30,0,0,-2,
Al Horford,BOS,32,1,1,0,20,10,4,6,66.7,2,2,100,0,0,0,0,8,8,3,0,1,2,0,33.1,0,0,13,
Abdel Nader,OKC,25,1,1,0,3,4,2,3,66.7,0,0,0,0,0,0,1,2,3,0,0,0,1,0,10.6,0,0,3,
Aaron Gordon,ORL,23,1,1,0,32,17,7,13,53.8,1,3,33.3,2,3,66.7,0,6,6,6,1,1,2,4,41.2,0,0,0,
